Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1781805856,10,,Aggregated,4.300000,0.000000,25,150,150,150,160,410,420,450,450,450,450,190,0,25,94.18617526314033,15.124999999898137,454.81359999985216,43755.31052631579
1781805857,10,,Aggregated,4.400000,0.000000,25,150,150,150,160,410,420,450,450,450,450,193,0,25,93.0031145077561,15.124999999898137,454.81359999985216,43502.9481865285
1781805858,10,,Aggregated,4.400000,0.000000,25,150,150,150,160,410,420,450,450,450,450,200,0,25,93.04071799998383,15.124999999898137,454.81359999985216,42125.675
1781805859,10,,Aggregated,4.300000,0.000000,24,150,150,150,160,410,420,430,450,450,450,206,0,24,91.5072553397895,15.124999999898137,454.81359999985216,42700.1359223301
1781805860,10,,Aggregated,4.600000,0.000000,23,150,150,150,160,410,420,430,450,450,450,211,0,23,90.58445639808674,15.124999999898137,454.81359999985216,42827.5308056872
1781805861,10,,Aggregated,4.500000,0.000000,24,150,150,150,160,410,420,430,450,450,450,214,0,23,90.78251448596416,15.124999999898137,454.81359999985216,42964.98130841122
1781805862,10,,Aggregated,4.700000,0.000000,24,150,150,150,160,410,420,430,450,450,450,221,0,24,91.40355067871718,15.124999999898137,454.81359999985216,41609.864253393665
1781805863,10,,Aggregated,4.600000,0.000000,24,150,150,150,160,410,420,430,450,450,450,225,0,24,90.69895466665103,15.124999999898137,454.81359999985216,41237.404444444444
1781805864,10,,Aggregated,4.700000,0.000000,24,150,150,150,160,410,420,430,450,450,450,229,0,24,90.58744104801787,15.124999999898137,454.81359999985216,41327.510917030566
1781805865,10,,Aggregated,5.000000,0.000000,23,140,150,150,150,410,420,430,450,450,450,236,0,23,88.96520296608765,15.124999999898137,454.81359999985216,40686.10593220339
1781805866,10,,Aggregated,4.800000,0.000000,23,140,150,150,150,410,420,430,450,450,450,239,0,23,88.60686861923328,15.124999999898137,454.81359999985216,40406.012552301254
1781805867,10,,Aggregated,5.200000,0.000000,23,140,150,150,150,400,420,430,450,450,450,246,0,23,88.2012890243751,15.124999999898137,454.81359999985216,39484.0406504065
1781805868,10,,Aggregated,5.000000,0.000000,23,140,150,150,150,400,420,430,450,450,450,249,0,23,87.8953574297047,15.124999999898137,454.81359999985216,39120.847389558236
1781805869,10,,Aggregated,4.900000,0.000000,23,140,150,150,150,400,420,430,450,450,450,253,0,23,87.339229248996,15.124999999898137,454.81359999985216,39236.66403162055
